id,review
tt0071562,"The plotting is elliptical and the sweep intoxicates, but the contrast between De Niro’s meditative Vito and Pacino’s soul-starved eyes brings piercing focus to Coppola’s resonating study of corrupting power."
tt0071562,"Al Pacino again is outstanding as Michael Corleone, successor to crime family leadership."
tt0071562,It is neither a very happy or driving picture. But it is intellectually daring and marks an important breakthrough in the growing up of the Hollywood film.
tt0071562,"Coppola is unable to draw all this together and make it work on the level of simple, absorbing narrative. The stunning text of ""The Godfather"" is replaced in Part II with prologues, epilogues, footnotes, and good intentions."
tt0071562,"Three hours and 20 minutes of Al Pacino suffering openly, Robert Duvall suffering silently, Diane Keaton suffering noisily, and (every so often) Robert De Niro suffering good-naturedly is almost too much, but Francis Ford Coppola pulls it off in grand style."
tt0071562,"The only remarkable thing about Francis Ford Coppola's The Godfather, Part II is the insistent manner in which it recalls how much better his original film was...Even if Part II were a lot more cohesive, revealing, and exciting than it is, it probably would have run the risk of appearing to be the self-parody it now seems."
tt0050083,The movie plays like a textbook for directors interested in how lens choices affect mood.
tt0050083,"A penetrating, sensitive, and sometimes shocking dissection of the hearts and minds of men who obviously are something less than gods. It makes for taut, absorbing, and compelling drama that reaches far beyond the close confines of its jury room setting."
tt0050083,"What's most interesting about the intense deliberations that ensue, specifically when a piece of seemingly indisputable evidence is brought back into question, is how a fresh angle and perspective, usually born from Juror 8's critical thinking, can permanently alter the tone of the discussion."
tt0050083,"Few film directors can resist the urge to ""open out"" a story, to broaden the view and bring in as wide a variety of sets and locations as the narrative - and budget - will allow. The genius of Sidney Lumet's astonishingly powerful 12 Angry Men is that he does exactly the opposite: he takes an already small, claustrophobic space - a jury room - and makes it even more confined."
tt0050083,"Too few films take on the art of arguing as a subject; we could certainly use more of them, but until then, Lumet’s window into strained civic duty will continue to serve mightily."
tt0050083,"Sidney Lumet's dazzling debut, based on Reginald Rose's teleplay, delivers a masterclass in the pure dynamism of acting, as Henry Fonda's reasonable doubt gradually sways the 11 other jurors from their various prejudices."
tt0050083,"Perhaps the motivations of each juror are introduced too quickly and are repeated too often before each changes his vote. However, the film leaves a tremendous impact."
tt0050083,"What really transforms the piece from a rather talky demonstration that a man is innocent until proven guilty, is the consistently taut, sweltering atmosphere, created largely by Boris Kaufman's excellent camerawork. The result, however devoid of action, is a strangely realistic thriller."
tt0050083,"The stakes of those deliberations are so high, the personalities of the jurors so forceful, and the arguments so pregnant with importance that there is no instance in which boredom threatens."
tt0050083,"Mechanically written, but within its own middlebrow limitations, it delivers the goods."
tt0108052,"What is surprising is how well Spielberg captures the horror, moving his camera with the fury of a combat photographer on the run. [17 Dec 1993]"
tt0108052,"The other key part is Schindler's Jewish accountant, played with self-effacing brilliance by Ben Kingsley, who gives the movie just the touch of warmth and sanity it needs."
tt0108052,"Director Steven Spielberg has achieved something close to the impossible--a morally serious, aesthetically stunning historical epic that is nonetheless readily accessible to a mass audience."
tt0108052,"What is most amazing about this film is how completely Spielberg serves his story. The movie is brilliantly acted, written, directed and seen. Individual scenes are masterpieces of art direction, cinematography, special effects, crowd control."
tt0108052,Spielberg restages the Holocaust with an existential vividness unprecedented in any nondocumentary film: He makes us feel as if we're living right inside the 20th century's darkest-and most defining-episode.
tt0108052,"Epic cinema, tragic drama, it is also an act of remembrance and conscience that ultimately transcends the ordinary critical categories."
tt0108052,Evinces an artistic rigor and unsentimental intelligence unlike anything the world's most successful filmmaker has demonstrated before.
tt0108052,"The movie's ending at the train station and the modern-day epilogue feel protracted and indulgent...Apart from the ending though, this is Spielberg's most articulate movie ever."
tt0108052,A powerful and affecting piece of work.
tt0108052,"Spielberg does an uncommonly good job both of holding our interest over 185 minutes and of showing more of the nuts and bolts of the Holocaust than we usually get from fiction films. Despite some characteristic simplifications, he's generally scrupulous about both his source and the historical record."
tt0167260,"The conclusion of Peter Jackson's masterwork is passionate and literate, detailed and expansive, and it's conceived with a risk-taking flair for old-fashioned movie magic at its most precious."
tt0167260,An epic success and a history-making production that finishes with a masterfully entertaining final installment.
tt0167260,"The second installment was better than the first, and this one is best of all. It has spectacular action scenes and imaginary creatures, and it’s by far the most moving chapter. The performances have deepened."
tt0167260,The second half of the film elevates all the story elements to Beethovenian crescendo. Here is an epic with literature's depth and opera's splendor -- and one that could be achieved only in movies. What could be more terrific?
tt0167260,"Represents that filmmaking rarity -- a third part of a trilogy that is decisively the best of the lot. With epic conflict, staggering battles, striking landscapes and effects, and resolved character arcs all leading to a dramatic conclusion to more than nine hours of masterful storytelling."
tt0167260,"Those who have walked beside these heroes every step of the way on such a long journey deserve the emotional pay-off as well as the action peaks, and they will be genuinely touched as the final credits roll."
tt0167260,"Labeling this as a ""movie"" is almost an injustice. This is an experience of epic scope and grandeur, amazing emotional power, and relentless momentum."
tt0167260,"Jackson is rare among the makers of epic movies in that he knows how to do the small stuff, too. The Return of the King has “heart”--how else could it pump out all that blood?"
tt0167260,"The most emotionally satisfying because, in addition to having both more intimate drama and more spectacular battles, it resolves all of the issues raised before."
tt0167260,"A majestic conclusion to a nine-plus-hours epic that stirs the heart, mind and soul as few films ever have."
tt0110912,Pulp Fiction isn't just funny. It's outrageously funny. [14 Oct 1994]
tt0110912,"For a brutal black comedy about L.A. hitmen, Pulp Fiction bursts out of its binding with loopy delights. [14 Oct 1994]"
tt0110912,"It is an exhilaration from beginning to end. It's the movie equivalent of that rare sort of novel where you find yourself checking to see how many pages are left and hoping there are more, not fewer."
tt0110912,"Like ""Citizen Kane,"" Pulp Fiction is constructed in such a nonlinear way that you could see it a dozen times and not be able to remember what comes next."
tt0110912,"With this film, every layer that you peel away leads to something deeper and richer. Tarantino makes pictures for movie-lovers, and Pulp Fiction is a near-masterpiece."
tt0110912,"The new King Kong of crime movies...Ferocious fun without a trace of caution, complacency or political correctness to inhibit its 154 deliciously lurid minutes."
tt0110912,"Pulp Fiction is at least three movies rolled into one, and they're all scintillating."
tt0110912,"A spectacularly entertaining piece of pop culture, Pulp Fiction is the ""American Graffiti"" of violent crime pictures."
tt0110912,"The first masterwork of the post-modern pop culture generation...gets better with every viewing, and like good rock n' roll, needs to be played loud!"
tt0110912,"But the way that this picture has been so widely ravened up and drooled over verges on the disgusting. Pulp Fiction nourishes, abets, cultural slumming. [14 Nov 1994]"
tt0120737,I see it as nearly perfect: It's one of the best fantasy pictures ever made.
tt0120737,"An extraordinary work, grandly conceived, brilliantly executed and wildly entertaining. It's a hobbit's dream, a wizard's delight. And, of course, it's only the beginning."
tt0120737,"Against all odds in an era of machine-made spectaculars, Mr. Jackson and his collaborators have created a film epic that lives and breathes."
tt0120737,"The Movie Works. It has real passion, real emotion, real terror, and a tactile sense of evil that is missing in that other current movie dealing with wizards, wonders and wickedness."
tt0120737,"So consistently involving because the excellent cast delivers their lines with the kind of utter conviction not seen in this kind of movie since the first ""Star Wars."""
tt0120737,"The film's single downside is a certain nagging sense of deja vu: the fact that so many of the elements of the story -- the dark force, the all-empowering object, etc. -- have been usurped over the years (by ""Star Wars"" and others) that you feel as if you've been down this road many, many times before."
tt0120737,"The film succeeds as massive, astonishing entertainment; verily, enthralling us is its chief goal."
tt0120737,"Jackson's dazzling vision turns the story into a real movie-movie -- one that, unlike too many fantasy films today, is genuinely transporting."
tt0120737,"Above all, Jackson evokes an almost palpable sense of the will to power trapped within the ring. Without this evocation of the ring's insidious ability to sniff out the potential for corruption and capitalize on it, the entire enterprise would be precious drivel."
tt0120737,"But moving across this tableau is Frodo and his gang, and here the trouble lies...Not a one seems believable as conveyed by Wood, who forever looks to be on the brink of a good sob. Likewise, his hobbit sidekick Samwise Gamgee (Sean Astin) is a real wuss."
tt0060196,"Though ordained from the beginning, the three-way showdown that climaxes the film is tense and thoroughly astonishing."
tt0060196,"An improbable masterpiece -- a bizarre mixture of grandly operatic visuals, grim brutality and sordid violence that keeps wrenching you from one extreme to the other."
tt0060196,"There are two kinds of people, my friend. Those who love Sergio Leone's The Good, the Bad, and the Ugly, and those who resist the machismo and gallows humor of what is arguably the definitive spaghetti western."
tt0060196,Gorgeously stoic art film.
tt0060196,"A massive, many-faceted film that continues to hold up, viewing after viewing."
tt0060196,"All told, and in giant widescreen, it's only blood-red adolescent fun, but it blooms like Douglas Sirk with a Gatling gun compared to the teenage demographic's current fare. Matrix, schmatrix: This is the season's supreme party movie."
tt0060196,"A curious amalgam of the visually striking, the dramatically feeble and the offensively sadistic."
tt0109830,"Passionate and magical, Forrest Gump is a tonic for the weary of spirit."
tt0109830,"Manages the difficult feat of being an intimate, even delicate tale played with an appealingly light touch against an epic backdrop."
tt0109830,"The results are skillful, highly affecting, and ultimately more than a little pernicious."
tt0109830,"A remarkable balance of sentimentality and harshness, darkness and light."
tt0109830,"Doesn't sound like a very prepossessing title, but prepare to be taken aback by ""what's in a name."" [6 July 1994, Life, p.1D]"
tt0109830,The film's technical brilliance and sentimental kick seduced many viewers unsuspecting of its polemical intent.
tt0109830,"It's most successful when it is being off-center, a state of grace it doesn't quite have the nerve to maintain. [6 July 1994, Calendar, p. F-1]"
tt0109830,"Has the elements of an emotionally gripping story. Yet is feels less like a romance than like a coffee-table book celebrating the magic of special effect. [6 July 1994, p. C9]"
tt0109830,"Clearly a great event, Forrest Gump is not, however, a great film. It has the form of an epic without real depth or resonance; the trappings of satire without a coherent attitude; and the semblance of historical revisionism without a critical sensibility."
tt0109830,"It is also glib, shallow, and monotonous, a movie that spends so much time sanctifying its hero that, despite his ""innocence,"" he ends up seeming about as vulnerable as Superman."
tt0137523,Delivers a sucker punch to the audience and then pulls the rug out from under it. It is sensational. It is also grimly funny.
tt0137523,Fight Club -- cue the blurb machine -- is a knockout.
tt0137523,"The sardonic, testosterone-fueled science fiction of Fight Club touches a raw nerve."
tt0137523,"As a piece of storytelling, Fight Club is a bit of a dud: It's a good 15 minutes too long, and the tension doesn't build the way you wish it would."
tt0137523,A provocative experience that lights you up even as it brutalizes you. And I don't even like Brad Pitt very much.
tt0137523,Keeps filmgoers wondering what will happen next even as they are repulsed by what's happening in front of them.
tt0137523,It's fun to talk about...but the price you pay is enduring its excesses and pummeled-home thematic points.
tt0137523,"This exercise in mainstream masochism, macho posturing, and designer-grunge fascism is borderline ridiculous. But it also happens to be David Fincher's richest movie."
tt0137523,"But the second act is pandering and the third is trickery, and whatever Fincher thinks the message is, that's not what most audience members will get."
tt0137523,"But imagination and energy are often not enough. On balance, this is the dumbest of the entries in Hollywood's anti-consumerist new wave."
tt0167261,"The miracle is that 'The Lord of the Rings: The Two Towers is better: tighter, smarter, funnier."
tt0167261,"Towers, while not quite so varied as Fellowship in its moods and settings, has a grave gusto that energizes every moment...a thrilling work of film craft."
tt0167261,"The Two Towers moves faster, covers more ground, has more action and -- with the introduction of the marvelous character Gollum -- packs some much-appreciated laughs."
tt0167261,"Never has a film so strongly been a product of a director's respect for its source. Mr. Jackson uses all his talents in the service of that reverence, creating a rare perfect mating of filmmaker and material."
tt0167261,"The year's greatest adventure, and Jackson's limited but enthusiastic adaptation has made literature literal without killing its soul."
tt0167261,"Has a sharper narrative focus and a livelier sense of forward movement than did the more episodic ""Fellowship."""
tt0167261,God forbid this should ever play on an IMAX screen -- the concussive soundtrack and relentless visuals would likely strike viewers deaf and blind (but what a way to go!). Simply breathtaking.
tt0167261,"Epic battles, spectacular effects and multiple story lines make The Two Towers a most excellent middle chapter in The Lord of the Rings film trilogy."
tt0167261,"A rousing adventure, a skillful marriage of special effects and computer animation, and it contains sequences of breathtaking beauty. It also gives us, in a character named the Gollum, one of the most engaging and convincing CGI creatures I've seen."
tt0167261,"This second installment is heavy on battle sequences, which will thrill some viewers more than others."
tt1375666,"In terms of sheer originality, ambition and achievement, Inception is the movie of the summer, the movie of the year and the movie of our dreams."
tt1375666,"If Inception is a metaphysical puzzle, it's also a metaphorical one: It's hard not to draw connections between Cobb's dream-weaving and Nolan's filmmaking -- an activity devoted to constructing a simulacrum of reality, intended to seduce us, mess with our heads and leave a lasting impression. Mission accomplished."
tt1375666,"With physics-defying, thunderous action, heart-wringing emotion and an astonishing performance from DiCaprio, Nolan delivers another true original: welcome to an undiscovered country."
tt1375666,"In a summer of remakes, reboots and sequels comes Inception, easily the most original movie idea in ages."
tt1375666,"In this wildly ingen­ious chess game, grandmaster Nolan plants ideas in our heads that disturb and dazzle. The result is a knockout. But be warned: Inception dreams big. How cool is that?"
tt1375666,"As engrossing and logic-resistant as the state of dreaming it seeks to replicate, Christopher Nolan's audacious new creation demands further study to fully absorb the multiple, simultaneous stories Nolan finagles into one narrative experience."
tt1375666,"Inception, though, is no ""Avatar""--instead, it’s the movie that many wanted ""Avatar"" to be. In a roaringly fast first hour, we’re introduced to a new technology that allows for the bodily invasion of another person’s dreamworld."
tt1375666,"Inception is an elegant, portentous ride, though I’m not sure Nolan is any closer to visualizing the real (dream) deal than Hitchcock was."
tt1375666,Inception manages to be clunky and confusing on four separate levels of reality.
tt1375666,It's obvious that Nolan either can't articulate or doesn't believe in a distinction between living feelings and dreams--and his barren Inception doesn't capture much of either.
tt0080684,"The best of three Star Wars films, and the most thought-provoking. After the space opera cheerfulness of the original film, this one plunges into darkness and even despair, and surrenders more completely to the underlying mystery of the story. It is because of the emotions stirred in Empire that the entire series takes on a mythic quality that resonates back to the first and ahead to the third. This is the heart."
tt0080684,"The storyline is more interesting and ambitious, the characters -- little more than appealing types in the original -- are allowed to grow and develop, the special effects are more mature, and the tone is deliciously dark and downbeat. [Special Edition]"
tt0080684,"The balance between action and mysticism in The Empire Strikes Back provides fascinating energy. It's as if the kids are given one set of delights, the bravado of battles and elaborate warships zooming through exotic space, and adults are given another, a layered explanation of what it all means in the grand scheme of things. [Special Edition]"
tt0080684,"It balances bloodshed with charm, spectacle with childlike glee. It's a near flawless movie of its kind."
tt0080684,Technical virtuosity and entertainment ingenuity.
tt0080684,"It was incredible to see what is arguably the best of the Star Wars films, on the big screen again. However, I do not believe that any of the minor changes make the film any better. [Special Edition]"
tt0080684,"This is the bluest film you'll ever see. The haunting color resounds throughout Empire like a sustained, melancholy chord...Empire is essential viewing for lovers of science fiction. [Special Edition]"
tt0080684,"A darker, richer, and more elaborate film than the original; it suffers most from being just what it is: a middle chapter with no real ending. [Special Edition]"
tt0080684,"The Empire Strikes Back is not a truly terrible movie. It's a nice movie. It's not, by any means, as nice as ""Star Wars."" It's not as fresh and funny and surprising and witty, but it is nice and inoffensive and, in a way that no one associated with it need be ashamed of, it's also silly."
tt0080684,"Mainly it's marking time: the characters take a definite backseat to the special effects, and much of the action seems gratuitous, leading nowhere."
tt0133093,"The Matrix slams you back in your chair, pops open your eyes and leaves your jaw hanging slack in amazement."
tt0133093,"The Wachowskis do it so playfully well, keeping The Matrix's potentially confusing plot intelligible, intelligent, and suspenseful, that it doesn't matter."
tt0133093,"Bill Pope's swooping, noir-inflected cinematography is wonderfully complemented by Owen Paterson's inventive production design, a great soundtrack and the best fight choreography this side of Hong Kong. And even if this isn't ""Blade Runner,"" it is very cool shit."
tt0133093,"Kinetic, atmospheric, visually stunning, and mind-bending."
tt0133093,"There's a kind of liberating, almost transforming energy in this film; it lights you up and sends you out all giddy with silliness."
tt0133093,"Doesn't just raise the bar on sci-fi and action films, it rips that sucker off and sends it spiraling into the sun."
tt0133093,"The plot switches gears every time it threatens to run out of energy, which keeps the show as lively as it is preposterous."
tt0133093,"Aerves up so much visual wizardry and thought-provoking ideas that even the inevitable Silver touch -- a finale with more bullets than the opening of ""Saving Private Ryan"" -- can't destroy the magic."
tt0133093,It may bore you to death or blow your mind -- and it's long and convoluted enough to do both -- but it holds nothing back.
tt0133093,"There's not much humor to keep it all life-size, and by the final stretch it's become bloated, mechanical, and tiresome."
tt0099685,"All of the performances are first-rate; Pesci stands out, though, with his seemingly unscripted manner. GoodFellas is easily one of the year's best films. [21 September 1990, Friday, p.C]"
tt0099685,"Director Martin Scorsese's spectacular, irreverent picture."
tt0099685,"Martin Scorsese scores again with his gritty, kinetic adaptation of Nicolas Pileggi's best-selling ""Wiseguy."""
tt0099685,"Stunningly acted. [21 September 1990, The Arts, p.12]"
tt0099685,"No finer film has ever been made about organized crime - not even ""The Godfather."""
tt0099685,"One of Martin Scorsese's most brutal but stunning movies, an incredible, relentless experience about the singleminded pursuit of crime."
tt0099685,"Ferocious brutality is presented without commentary or judgment, yet with unmistakable moral understanding and vision. [21 September 1990, Daily Notebook p.E-1]"
tt0099685,An appalling masterpiece.
tt0099685,"Simultaneously fascinating and repellent, Goodfellas is Martin Scorsese's colorful but dramatically unsatisfying inside look at Mafia life in 1955-1980 New York City."
tt0099685,"Scorsese's style, fierce as it is, doesn't accomplish what he clearly expected of it. Often, in many arts, fresh treatment can redeem familiar subjects, but it doesn't happen here. [Oct 22, 1990]"
tt0073486,"Too many classic set pieces to mention but keep your ears cocked for that immortal line ""Mmmm, Juicy Fruit."" Certified brilliance."
tt0073486,"A masterpiece. (9 Jan 1998, p.3D)"
tt0073486,Brilliant cinema theatre.
tt0073486,"Playing the mental-hospital firebrand who rebels against monstrous Nurse Ratched (Louise Fletcher), Nicholson seduces in an anti-establishment classic with a gut-punch exit."
tt0073486,Here is the bruised-plum role that put Jack Nicholson into the biggest of big leagues.
tt0073486,"With One Flew Over the Cuckoo's Nest, Forman takes his rightful place as one of our most creative young directors. His casting is inspired, his sense of milieu is assured, and he could probably wring Academy Award performances from a stone."
tt0073486,Jarring and electrifying drama.
tt0073486,"So good in so many of its parts that there's a temptation to forgive it when it goes wrong. But it does go wrong, insisting on making larger points than its story really should carry, so that at the end, the human qualities of the characters get lost in the significance of it all. And yet there are those moments of brilliance."
tt0073486,This slick and entertaining 1975 film of Ken Kesey's cult novel will inevitably disappoint admirers of director Milos Forman's earlier work.
tt0073486,"A comedy that can't quite support its tragic conclusion, which is too schematic to be honestly moving, but it is acted with such a sense of life that one responds to its demonstration of humanity if not to its programmed metaphors."
tt0114369,"It's intriguing, appalling, savvy, nasty, grossly unsettling -- you may not like what you see, but you'll definitely be affected by the sight."
tt0114369,"A dark, grisly, horrifying and intelligent thriller."
tt0114369,This homicide thriller has a tantalizingly morbid atmosphere of unease.
tt0114369,"While Seven lacks the cleverness of the superior ""Usual Suspects,"" it's strong enough to hold its own against most other thrillers."
tt0114369,It's not the identity of the killer that gives Seven its kick -- it's the way Fincher raises mystery to the level of moral provocation.
tt0114369,"Director David Fincher shovels on more gloom than even the serial killer genre can sustain in the murkily moody, but self-defeating, Seven."
tt0114369,"It is very tiresome peering through the gloom trying to catch a glimpse of something interesting, then having to avert one's eyes when it turns out to be just another brutally tormented body."
tt0114369,"Watching Seven is like cracking open a safe, only to find it crawling with eels"
tt0114369,"A style so chic, studied and murky it resembles a cross between a Nike commercial and a bad Polish art film."
tt0114369,"Not even bags of body parts, a bitten-off tongue or a man forced to cut off a pound of his own flesh keep it from being dull. [22 September 1995, p. C18]"
tt0038650,"It's one of those ageless movies, like ""Casablanca"" or ""The Third Man,"" that improves with age. Some movies, even good ones, should only be seen once. When we know how they turn out, they've surrendered their mystery and appeal. Other movies can be viewed an indefinite number of times. Like great music, they improve with familiarity. It's a Wonderful Life falls in the second category."
tt0038650,"This couldn't be other than a Capra picture, the humanness of its story the dominant factor at every turn of situation. His direction of the individual characterizations delivered is also distinctively his, and the performances, from the starring roles of James Stewart and Donna Reed down to the smallest bit, are magnificent. When Capra is at his best, no one can top him."
tt0038650,The film is gripping enough simply with the telling of George's lifestory. A genuine American classic.
tt0038650,"Whether you view this film in the middle of the summer or at Christmas, Capra's greatest film represents one of the most transcendent and joyful experiences any movie-lover can hope for."
tt0038650,"Although peppered with colourful, sharply drawn characters, this is Stewart's movie, instantly loveable as a small town dreamer who sacrifices everything for others. His journey to despair and back warms the cockles like little else. Enjoy it in a cinema so you can sob among others."
tt0038650,"The inspirational, thoroughly festive ending is guaranteed to bring tears to the eyes."
tt0038650,"Frank Capra and James Stewart, in returning to films after long years in uniform, endow the pic with its most telling contributions. Herewith, Stewart touches the thespic peak of his career. He hasn’t lost a whit of his erstwhile boyish personality (when called to turn it on) and further shows a maturity and depth he seems recently to have acquired."
tt0038650,"The film is too sprawling in extent, too noisy as to background music and voices and much too obvious in the application of its social significance notes. But while it isn’t the best picture to come out of Hollywood this year, nor is it Capra’s masterpiece, it tells a good story and its conclusion has a heart-warming effect on the audience."
tt0038650,"Without overlooking It’s a Wonderful Life‘s lapses into populist bathos, it’s necessary to rescue the Frank Capra film from its status as an untouchable American “classic.”"
tt0038650,"Indeed, the weakness of this picture, from this reviewer's point of view, is the sentimentality of it—its illusory concept of life. Mr. Capra's nice people are charming, his small town is a quite beguiling place and his pattern for solving problems is most optimistic and facile. But somehow they all resemble theatrical attitudes rather than average realities. And Mr. Capra's ""turkey dinners"" philosophy, while emotionally gratifying, doesn't fill the hungry paunch."
tt0047478,"Moves like hot mercury, and it draws a viewer so thoroughly into its world that real life can seem thick and dull when the lights come up."
tt0047478,"Much imitated, still unsurpassed. By critical consensus one of the best movies ever made, The Seven Samurai covers so much emotional, historical, and cinematic ground that that it demands to be viewed over and over again."
tt0047478,"The legendary Mifune leads a superb cast, and Kurosawa's kinetic camera keeps the adventure sizzling with energy and wit from start to finish."
tt0047478,It's impossible to imagine how the action genre would have developed without Akira Kurosawa's watershed 1954 movie Seven Samurai.
tt0047478,The glorious vigour and strength of this film is presented with such theatrical relish and flair: its energy flashes out of the screen like a sword.
tt0047478,"Rich in detail, vivid in characterization, leisurely in exposition, this 207-minute epic is bravura filmmaking -- a brilliant yet facile synthesis of Hollywood pictorialism, Soviet montage, and Japanese theatricality that could be a B western transposed to Mars."
tt0047478,"On that simple framework and familiar story line, director Kurosawa has plastered a wealth of rich detail, which brilliantly illuminates his characters and the kind of action in which they are involved. He has loaded his film with unusual and exciting physical incidents and made the whole thing graphic in a hard, realistic western style."
tt0102926,A mesmerizing thriller that will grip audiences from first scene to last.
tt0102926,"The interplay between Starling and Lector as they share an indefinable, dark understanding gives the film its unforgettable and unsettling power. [14 February 1991, Daily Notebook, p.E1]"
tt0102926,"The superbly crafted suspense thriller&#133;slams you like a sudden blast of bone-chilling, pulse-pounding terror."
tt0102926,"A movie with this kind of haunting power comes along only once every decade or so. [20 February 1991, Life, p.11D]"
tt0102926,"Hopkins plays the cannibalistic doctor with a quiet, controlled erudition, lacing his performance with moments of black humor. His Lecter is a sort of satanic Sherlock Holmes whose spasms of violence are all the more terrifying because they erupt from beneath such an intelligent and refined mask."
tt0102926,"A smart, restrained entertainment, it doesn't splash around in blood and hysteria. It doesn't have to."
tt0102926,It has been a good long while since I have felt the presence of Evil so manifestly demonstrated as in the first appearance of Anthony Hopkins in The Silence of the Lambs.
tt0102926,"An accomplished, effective, grisly, and exceptionally sick slasher film that I can't with any conscience recommend, because the purposes to which it places its considerable ingenuity are ultimately rather foul."
tt0102926,"Demme's pacing is tight throughout, marred only by some low-angle close-ups of the cannibal that are right out of old Vincent Price thrillers. [Feb 18, 1991]"
